"gene"	"V11"	"V2.x"	"transcript"	"uniprot_accession"
"LOC134728342"	4.34e-178	"sp|Q6DIM3|TBD_XENTR"	"lcl|NC_086380.1_cds_XP_063448993.1_31527"	"Q6DIM3"
"LOC134681462"	5.45e-56	"sp|A8MPS7|YDJC_HUMAN"	"lcl|NC_086380.1_cds_XP_063397168.1_31529"	"A8MPS7"
"LOC134728344"	8.56e-127	"sp|Q76I76|SSH2_HUMAN"	"lcl|NC_086380.1_cds_XP_063448999.1_31530"	"Q76I76"
"LOC134728347"	1.29e-150	"sp|A4FU69|EFCB5_HUMAN"	"lcl|NC_086380.1_cds_XP_063449003.1_31534"	"A4FU69"
"LOC134728350"	1.26e-44	"sp|Q9BX70|BTBD2_HUMAN"	"lcl|NC_086380.1_cds_XP_063449004.1_31535"	"Q9BX70"
"LOC134728351"	2.36e-24	"sp|Q9BX70|BTBD2_HUMAN"	"lcl|NC_086380.1_cds_XP_063449009.1_31539"	"Q9BX70"
"LOC134728352"	0	"sp|Q92614|MY18A_HUMAN"	"lcl|NC_086380.1_cds_XP_063449014.1_31543"	"Q92614"
"LOC134728354"	9.52e-36	"sp|Q8N8X9|MB213_HUMAN"	"lcl|NC_086380.1_cds_XP_063449019.1_31549"	"Q8N8X9"
"LOC134727382"	5.45e-31	"sp|Q8N8X9|MB213_HUMAN"	"lcl|NC_086380.1_cds_XP_063447829.1_31550"	"Q8N8X9"
"LOC134727383"	7.45e-35	"sp|A0A2B4RP11|CGLR1_STYPI"	"lcl|NC_086380.1_cds_XP_063447830.1_31551"	"A0A2B4RP11"
"LOC134727384"	1.75e-26	"sp|A8E4S7|MB213_DANRE"	"lcl|NC_086380.1_cds_XP_063447831.1_31552"	"A8E4S7"
"LOC134727385"	8.78e-23	"sp|Q8N8X9|MB213_HUMAN"	"lcl|NC_086380.1_cds_XP_063447832.1_31553"	"Q8N8X9"
"LOC134727386"	5.89e-30	"sp|A0A2B4RP11|CGLR1_STYPI"	"lcl|NC_086380.1_cds_XP_063447833.1_31554"	"A0A2B4RP11"
"LOC134727387"	8.06e-45	"sp|A0A2B4RP11|CGLR1_STYPI"	"lcl|NC_086380.1_cds_XP_063447835.1_31555"	"A0A2B4RP11"
"LOC134728355"	1.69e-126	"sp|A7SG73|NADC_NEMVE"	"lcl|NC_086380.1_cds_XP_063449020.1_31557"	"A7SG73"
"LOC134681680"	7.93e-75	"sp|Q63ZL2|HOP2_XENLA"	"lcl|NC_086380.1_cds_XP_063397398.1_31558"	"Q63ZL2"
"LOC134728357"	0	"sp|Q08E38|PRP19_BOVIN"	"lcl|NC_086380.1_cds_XP_063449023.1_31559"	"Q08E38"
"LOC134680596"	2.89e-118	"sp|Q0VGK4|GDPD1_RAT"	"lcl|NC_086380.1_cds_XP_063395768.1_31563"	"Q0VGK4"
"LOC134680597"	3.86e-80	"sp|Q0E908|HIL_DROME"	"lcl|NC_086380.1_cds_XP_063395769.1_31566"	"Q0E908"
"LOC134680600"	8.09e-118	"sp|Q0E908|HIL_DROME"	"lcl|NC_086380.1_cds_XP_063395773.1_31568"	"Q0E908"
"LOC134680601"	2.13e-47	"sp|Q0P5B7|AAAD_BOVIN"	"lcl|NC_086380.1_cds_XP_063395775.1_31569"	"Q0P5B7"
"LOC134680608"	1.05e-66	"sp|A6NMZ7|CO6A6_HUMAN"	"lcl|NC_086380.1_cds_XP_063395785.1_31582"	"A6NMZ7"
"LOC134727391"	4.63e-26	"sp|Q15822|ACHA2_HUMAN"	"lcl|NC_086380.1_cds_XP_063447839.1_31583"	"Q15822"
"LOC134680609"	1.67e-89	"sp|Q96MM6|HS12B_HUMAN"	"lcl|NC_086380.1_cds_XP_063395787.1_31584"	"Q96MM6"
"LOC134680610"	0	"sp|Q6GPQ5|DPH1_XENLA"	"lcl|NC_086380.1_cds_XP_063395789.1_31586"	"Q6GPQ5"
"LOC134680611"	7.41e-56	"sp|Q9VVE2|ROGDI_DROME"	"lcl|NC_086380.1_cds_XP_063395790.1_31587"	"Q9VVE2"
"LOC134680614"	3.09e-116	"sp|Q9D3W4|GPN3_MOUSE"	"lcl|NC_086380.1_cds_XP_063395793.1_31590"	"Q9D3W4"
"LOC134680615"	2.21e-90	"sp|A1DPK7|ARC3A_XENLA"	"lcl|NC_086380.1_cds_XP_063395795.1_31591"	"A1DPK7"
"LOC134680616"	0	"sp|O61492|FLOT2_DROME"	"lcl|NC_086380.1_cds_XP_063395798.1_31594"	"O61492"
"LOC134680617"	0	"sp|Q5R6K8|PP4C_PONAB"	"lcl|NC_086380.1_cds_XP_063395799.1_31595"	"Q5R6K8"
"LOC134680618"	1.15e-52	"sp|O44437|SMD3_DROME"	"lcl|NC_086380.1_cds_XP_063395800.1_31596"	"O44437"
"LOC134680619"	0	"sp|O08662|PI4KA_RAT"	"lcl|NC_086380.1_cds_XP_063395801.1_31597"	"O08662"
"LOC134680621"	1.47e-65	"sp|Q8R322|GLE1_MOUSE"	"lcl|NC_086380.1_cds_XP_063395803.1_31600"	"Q8R322"
"LOC134681686"	5.45e-33	"sp|Q8K354|CBR3_MOUSE"	"lcl|NC_086380.1_cds_XP_063397401.1_31602"	"Q8K354"
"LOC134681687"	5.49e-30	"sp|Q04721|NOTC2_HUMAN"	"lcl|NC_086380.1_cds_XP_063397402.1_31603"	"Q04721"
"LOC134727394"	7.77e-170	"sp|Q07008|NOTC1_RAT"	"lcl|NC_086380.1_cds_XP_063447843.1_31604"	"Q07008"
"LOC134680623"	1.59e-37	"sp|A7MCS3|CP089_DANRE"	"lcl|NC_086380.1_cds_XP_063395808.1_31616"	"A7MCS3"
"LOC134680626"	2.57e-53	"sp|O08740|RPB11_MOUSE"	"lcl|NC_086380.1_cds_XP_063395813.1_31617"	"O08740"
"LOC134680625"	1.36e-41	"sp|Q55EX9|Y8948_DICDI"	"lcl|NC_086380.1_cds_XP_063395810.1_31619"	"Q55EX9"
"LOC134727401"	0	"sp|Q9W0E3|IML1_DROME"	"lcl|NC_086380.1_cds_XP_063447852.1_31621"	"Q9W0E3"
"LOC134680627"	3.8e-32	"sp|Q3T0J3|RM16_BOVIN"	"lcl|NC_086380.1_cds_XP_063395815.1_31622"	"Q3T0J3"
"LOC134681465"	1.53e-40	"sp|Q9CUX1|P52K_MOUSE"	"lcl|NC_086380.1_cds_XP_063397171.1_31627"	"Q9CUX1"
"LOC134681691"	1.35e-23	"sp|Q14517|FAT1_HUMAN"	"lcl|NC_086380.1_cds_XP_063397407.1_31630"	"Q14517"
"LOC134727404"	3.68e-22	"sp|Q14517|FAT1_HUMAN"	"lcl|NC_086380.1_cds_XP_063447855.1_31633"	"Q14517"
"LOC134680628"	4.09e-157	"sp|Q5SSL4|ABR_MOUSE"	"lcl|NC_086380.1_cds_XP_063395818.1_31637"	"Q5SSL4"
"LOC134727408"	6.98e-101	"sp|P18172|DHGL_DROPS"	"lcl|NC_086380.1_cds_XP_063447860.1_31638"	"P18172"
"LOC134680630"	0	"sp|P51464|ARLY_AQUCT"	"lcl|NC_086380.1_cds_XP_063395820.1_31640"	"P51464"
"LOC134680632"	1.46e-63	"sp|Q5E9J6|RNF34_BOVIN"	"lcl|NC_086380.1_cds_XP_063395824.1_31641"	"Q5E9J6"
"LOC134727409"	1.45e-35	"sp|P46635|THTR_CRIGR"	"lcl|NC_086380.1_cds_XP_063447861.1_31646"	"P46635"
"LOC134680637"	2.34e-26	"sp|A0A2B4RNI3|CGLR2_STYPI"	"lcl|NC_086380.1_cds_XP_063395831.1_31651"	"A0A2B4RNI3"
"LOC134680639"	0	"sp|P40937|RFC5_HUMAN"	"lcl|NC_086380.1_cds_XP_063395836.1_31652"	"P40937"
"LOC134680638"	5.26e-113	"sp|Q61097|KSR1_MOUSE"	"lcl|NC_086380.1_cds_XP_063395833.1_31655"	"Q61097"
"LOC134680641"	4.43e-103	"sp|Q91W34|RUSF1_MOUSE"	"lcl|NC_086380.1_cds_XP_063395837.1_31658"	"Q91W34"
"LOC134727410"	4.71e-27	"sp|Q9HCS2|CP4FC_HUMAN"	"lcl|NC_086380.1_cds_XP_063447862.1_31659"	"Q9HCS2"
"LOC134727411"	1.91e-64	"sp|P15129|CP4B1_RAT"	"lcl|NC_086380.1_cds_XP_063447863.1_31660"	"P15129"
"LOC134680643"	9.25e-121	"sp|Q5R9Z1|VPS29_PONAB"	"lcl|NC_086380.1_cds_XP_063395839.1_31661"	"Q5R9Z1"
"LOC134680642"	7.44e-84	"sp|Q99638|RAD9A_HUMAN"	"lcl|NC_086380.1_cds_XP_063395838.1_31662"	"Q99638"
"LOC134680644"	1.3e-50	"sp|Q99542|MMP19_HUMAN"	"lcl|NC_086380.1_cds_XP_063395841.1_31663"	"Q99542"
"LOC134680645"	8.67e-72	"sp|A4IFI1|CC157_BOVIN"	"lcl|NC_086380.1_cds_XP_063395842.1_31664"	"A4IFI1"
"LOC134680646"	1.36e-74	"sp|Q54HH2|SRR_DICDI"	"lcl|NC_086380.1_cds_XP_063395843.1_31665"	"Q54HH2"
"LOC134681695"	2.87e-52	"sp|Q8NBI5|S43A3_HUMAN"	"lcl|NC_086380.1_cds_XP_063397408.1_31667"	"Q8NBI5"
"LOC134680649"	1.55e-40	"sp|Q9Y2C9|TLR6_HUMAN"	"lcl|NC_086380.1_cds_XP_063395846.1_31671"	"Q9Y2C9"
"LOC134680650"	4.21e-35	"sp|Q9W0A0|DRPR_DROME"	"lcl|NC_086380.1_cds_XP_063395847.1_31673"	"Q9W0A0"
"LOC134680652"	3.99e-29	"sp|Q80T91|MEG11_MOUSE"	"lcl|NC_086380.1_cds_XP_063395848.1_31674"	"Q80T91"
"LOC134727414"	4.44e-24	"sp|O75095|MEGF6_HUMAN"	"lcl|NC_086380.1_cds_XP_063447865.1_31675"	"O75095"
"LOC134680653"	1.96e-136	"sp|Q90980|CNG3_CHICK"	"lcl|NC_086380.1_cds_XP_063395850.1_31677"	"Q90980"
"LOC134680653"	8.41e-134	"sp|Q28279|CNGA1_CANLF"	"lcl|NC_086380.1_cds_XP_063395849.1_31678"	"Q28279"
"LOC134680654"	0	"sp|Q7ZY69|PESC_XENLA"	"lcl|NC_086380.1_cds_XP_063395852.1_31680"	"Q7ZY69"
"LOC134727416"	2.03e-29	"sp|A0A1I9LN01|LAF3_ARATH"	"lcl|NC_086380.1_cds_XP_063447868.1_31683"	"A0A1I9LN01"
"LOC134727417"	2.9e-27	"tr|A0A193DUA1|A0A193DUA1_MYTCO"	"lcl|NC_086380.1_cds_XP_063447869.1_31685"	"A0A193DUA1"
"LOC134680655"	2.92e-30	"sp|A1L0T3|SRB4D_MOUSE"	"lcl|NC_086380.1_cds_XP_063395854.1_31686"	"A1L0T3"
"LOC134681705"	1.04e-23	"tr|A0A193DUA1|A0A193DUA1_MYTCO"	"lcl|NC_086380.1_cds_XP_063397415.1_31687"	"A0A193DUA1"
"LOC134680657"	2.32e-36	"sp|M4DUF2|ASO_BRARP"	"lcl|NC_086380.1_cds_XP_063395859.1_31693"	"M4DUF2"
"LOC134680658"	2.58e-42	"sp|Q12719|LAC4_TRAVE"	"lcl|NC_086380.1_cds_XP_063395860.1_31694"	"Q12719"
"LOC134680660"	1.24e-110	"sp|Q93YS4|AB22G_ARATH"	"lcl|NC_086380.1_cds_XP_063395861.1_31696"	"Q93YS4"
"LOC134681469"	7.25e-27	"sp|Q9FT51|AB27G_ARATH"	"lcl|NC_086380.1_cds_XP_063397176.1_31700"	"Q9FT51"
"LOC134681470"	1.58e-69	"sp|Q9C6W5|AB14G_ARATH"	"lcl|NC_086380.1_cds_XP_063397177.1_31701"	"Q9C6W5"
"LOC134680661"	3.38e-114	"sp|O88630|GOSR1_MOUSE"	"lcl|NC_086380.1_cds_XP_063395865.1_31705"	"O88630"
"LOC134680662"	1.7e-41	"sp|Q6TEK8|VKORL_TAKRU"	"lcl|NC_086380.1_cds_XP_063395866.1_31707"	"Q6TEK8"
"LOC134727424"	5.52e-51	"sp|Q2NL00|GSTT1_BOVIN"	"lcl|NC_086380.1_cds_XP_063447875.1_31708"	"Q2NL00"
"LOC134681712"	2.62e-52	"sp|Q64471|GSTT1_MOUSE"	"lcl|NC_086380.1_cds_XP_063397419.1_31710"	"Q64471"
"LOC134680663"	1.68e-111	"sp|Q05B56|TF2H3_BOVIN"	"lcl|NC_086380.1_cds_XP_063395867.1_31711"	"Q05B56"
"LOC134680664"	1.82e-122	"sp|Q5RAR0|EI2BA_PONAB"	"lcl|NC_086380.1_cds_XP_063395868.1_31712"	"Q5RAR0"
"LOC134680665"	0	"sp|A2BGR3|ERC6L_DANRE"	"lcl|NC_086380.1_cds_XP_063395869.1_31713"	"A2BGR3"
"LOC134680666"	0	"sp|Q99MP8|BRAP_MOUSE"	"lcl|NC_086380.1_cds_XP_063395871.1_31715"	"Q99MP8"
"LOC134680667"	1.23e-67	"sp|P62752|RL23A_RAT"	"lcl|NC_086380.1_cds_XP_063395872.1_31716"	"P62752"
"LOC134680669"	1.31e-93	"sp|Q06AU4|RAB34_PIG"	"lcl|NC_086380.1_cds_XP_063395873.1_31717"	"Q06AU4"
"LOC134680670"	1.66e-104	"sp|Q6GM16|NXN_XENLA"	"lcl|NC_086380.1_cds_XP_063395874.1_31718"	"Q6GM16"
"LOC134680671"	6.16e-140	"sp|Q04519|ASM_MOUSE"	"lcl|NC_086380.1_cds_XP_063395875.1_31719"	"Q04519"
"LOC134680672"	8.21e-90	"sp|A3KNK1|TACAN_DANRE"	"lcl|NC_086380.1_cds_XP_063395878.1_31720"	"A3KNK1"
"LOC134727425"	2.35e-59	"sp|Q9QZR0|RNF25_MOUSE"	"lcl|NC_086380.1_cds_XP_063447877.1_31722"	"Q9QZR0"
"LOC134680673"	2.13e-55	"sp|P00919|CAH2_RABIT"	"lcl|NC_086380.1_cds_XP_063395879.1_31723"	"P00919"
"LOC134680675"	2.24e-49	"sp|Q8UWA5|CAH2_PSEHK"	"lcl|NC_086380.1_cds_XP_063395881.1_31727"	"Q8UWA5"
"LOC134727429"	8.71e-24	"sp|Q91ZW7|C209E_MOUSE"	"lcl|NC_086380.1_cds_XP_063447881.1_31735"	"Q91ZW7"
"LOC134681715"	8.88e-103	"sp|P49193|RALB_TODPA"	"lcl|NC_086380.1_cds_XP_063397420.1_31737"	"P49193"
"LOC134680679"	2.08e-81	"sp|Q6QMZ4|RL6_CHILA"	"lcl|NC_086380.1_cds_XP_063395889.1_31740"	"Q6QMZ4"
"LOC134680682"	4.72e-115	"sp|P51871|CP4F6_RAT"	"lcl|NC_086380.1_cds_XP_063395894.1_31741"	"P51871"
"LOC134680686"	3.6e-69	"sp|Q0P4H0|ADAT2_XENTR"	"lcl|NC_086380.1_cds_XP_063395901.1_31750"	"Q0P4H0"
"LOC134680684"	1.39e-68	"sp|Q9ST63|NDA1_SOLTU"	"lcl|NC_086380.1_cds_XP_063395898.1_31751"	"Q9ST63"
"LOC134680687"	0	"sp|P62944|AP2B1_RAT"	"lcl|NC_086380.1_cds_XP_063395905.1_31753"	"P62944"
"LOC134680687"	0	"sp|O35643|AP1B1_MOUSE"	"lcl|NC_086380.1_cds_XP_063395903.1_31754"	"O35643"
"LOC134680687"	0	"sp|P63009|AP2B1_BOVIN"	"lcl|NC_086380.1_cds_XP_063395906.1_31756"	"P63009"
"LOC134681717"	2.21e-101	"sp|A4FUD4|PEX12_BOVIN"	"lcl|NC_086380.1_cds_XP_063397422.1_31758"	"A4FUD4"
"LOC134727436"	1.54e-44	"sp|Q01484|ANK2_HUMAN"	"lcl|NC_086380.1_cds_XP_063447888.1_31765"	"Q01484"
"LOC134680692"	0	"sp|Q923Z3|MTO1_MOUSE"	"lcl|NC_086380.1_cds_XP_063395918.1_31767"	"Q923Z3"
"LOC134680693"	2.28e-168	"sp|A4JPG9|HCP_BURVG"	"lcl|NC_086380.1_cds_XP_063395923.1_31775"	"A4JPG9"
"LOC134727437"	7.47e-48	"sp|P16157|ANK1_HUMAN"	"lcl|NC_086380.1_cds_XP_063447889.1_31776"	"P16157"
"LOC134681731"	1.04e-29	"sp|P86733|KCP_HALAI"	"lcl|NC_086380.1_cds_XP_063397436.1_31799"	"P86733"
"LOC134727451"	1.44e-29	"sp|H2A0N4|PIF_PINMG"	"lcl|NC_086380.1_cds_XP_063447903.1_31802"	"H2A0N4"
"LOC134681734"	1.56e-81	"sp|P50441|GATM_PIG"	"lcl|NC_086380.1_cds_XP_063397439.1_31806"	"P50441"
"LOC134680696"	2.15e-37	"sp|Q21268|YMSO_CAEEL"	"lcl|NC_086380.1_cds_XP_063395928.1_31808"	"Q21268"
"LOC134680695"	0	"sp|Q4FAT7|BGLR_PIG"	"lcl|NC_086380.1_cds_XP_063395927.1_31810"	"Q4FAT7"
"LOC134681735"	2.77e-21	"sp|Q15649|ZNHI3_HUMAN"	"lcl|NC_086380.1_cds_XP_063397442.1_31812"	"Q15649"
"LOC134680697"	4.55e-54	"sp|P48480|PP11_ACEPE"	"lcl|NC_086380.1_cds_XP_063395931.1_31814"	"P48480"
"LOC134680698"	2.05e-39	"sp|Q9N119|3BHS_PIG"	"lcl|NC_086380.1_cds_XP_063395932.1_31816"	"Q9N119"
"LOC134727452"	2.22e-48	"sp|P24815|3BHS1_MOUSE"	"lcl|NC_086380.1_cds_XP_063447904.1_31818"	"P24815"
"LOC134681736"	1.18e-40	"sp|P24815|3BHS1_MOUSE"	"lcl|NC_086380.1_cds_XP_063397445.1_31819"	"P24815"
"LOC134727456"	3.35e-40	"sp|P24815|3BHS1_MOUSE"	"lcl|NC_086380.1_cds_XP_063447909.1_31823"	"P24815"
"LOC134681737"	8.76e-60	"sp|Q78P75|DYL2_RAT"	"lcl|NC_086380.1_cds_XP_063397446.1_31824"	"Q78P75"
"LOC134680700"	1.49e-25	"sp|P38977|ANTA_HYDVU"	"lcl|NC_086380.1_cds_XP_063395937.1_31831"	"P38977"
"LOC134680705"	6.16e-124	"sp|Q9ES88|S13A2_MOUSE"	"lcl|NC_086380.1_cds_XP_063395963.1_31871"	"Q9ES88"
"LOC134680705"	2.7e-125	"sp|Q86YT5|S13A5_HUMAN"	"lcl|NC_086380.1_cds_XP_063395965.1_31872"	"Q86YT5"
"LOC134680706"	3.15e-37	"sp|Q92051|CAHZ_DANRE"	"lcl|NC_086380.1_cds_XP_063395966.1_31873"	"Q92051"
"LOC134727474"	1.16e-56	"sp|Q9WVT6|CAH14_MOUSE"	"lcl|NC_086380.1_cds_XP_063447925.1_31874"	"Q9WVT6"
"LOC134727475"	8.1e-36	"sp|Q92051|CAHZ_DANRE"	"lcl|NC_086380.1_cds_XP_063447926.1_31875"	"Q92051"
"LOC134681752"	3.85e-66	"sp|Q8R0F8|FAHD1_MOUSE"	"lcl|NC_086380.1_cds_XP_063397465.1_31882"	"Q8R0F8"
"LOC134680707"	0	"sp|Q8CHI8|EP400_MOUSE"	"lcl|NC_086380.1_cds_XP_063395968.1_31883"	"Q8CHI8"
"LOC134680708"	6.5e-127	"sp|Q6NU91|NOC4B_XENLA"	"lcl|NC_086380.1_cds_XP_063395972.1_31888"	"Q6NU91"
"LOC134680709"	0	"sp|Q8TBY9|CF251_HUMAN"	"lcl|NC_086380.1_cds_XP_063395975.1_31889"	"Q8TBY9"
"LOC134681754"	3.76e-120	"sp|Q8N0N9|ODH_HALDH"	"lcl|NC_086380.1_cds_XP_063397469.1_31895"	"Q8N0N9"
"LOC134681755"	7.24e-32	"sp|A8QZJ5|MCTX1_MILDI"	"lcl|NC_086380.1_cds_XP_063397470.1_31897"	"A8QZJ5"
"LOC134681759"	0	"sp|Q9NP78|ABCB9_HUMAN"	"lcl|NC_086380.1_cds_XP_063397475.1_31902"	"Q9NP78"
"LOC134680711"	6.67e-91	"sp|A7T1N0|TMP2L_NEMVE"	"lcl|NC_086380.1_cds_XP_063395978.1_31903"	"A7T1N0"
"LOC134680711"	4.59e-91	"sp|Q9BW91|NUDT9_HUMAN"	"lcl|NC_086380.1_cds_XP_063395977.1_31904"	"Q9BW91"
"LOC134727480"	2.02e-23	"sp|Q6AZB8|HARB1_DANRE"	"lcl|NC_086380.1_cds_XP_063447930.1_31908"	"Q6AZB8"
"LOC134680715"	9.62e-53	"sp|P08254|MMP3_HUMAN"	"lcl|NC_086380.1_cds_XP_063395984.1_31911"	"P08254"
"LOC134727481"	4.58e-77	"sp|P18173|DHGL_DROME"	"lcl|NC_086380.1_cds_XP_063447931.1_31914"	"P18173"
"LOC134680718"	0	"sp|Q8IY37|DHX37_HUMAN"	"lcl|NC_086380.1_cds_XP_063395987.1_31915"	"Q8IY37"
"LOC134680719"	0	"sp|Q5ZLD7|VPS53_CHICK"	"lcl|NC_086380.1_cds_XP_063395988.1_31916"	"Q5ZLD7"
"LOC134680720"	4.62e-128	"sp|Q9U641|CMFB_DICDI"	"lcl|NC_086380.1_cds_XP_063395990.1_31917"	"Q9U641"
"LOC134680721"	1.68e-113	"sp|P48738|PIPNA_RABIT"	"lcl|NC_086380.1_cds_XP_063395991.1_31918"	"P48738"
"LOC134680722"	8.95e-28	"sp|Q9NZ20|PA2G3_HUMAN"	"lcl|NC_086380.1_cds_XP_063395992.1_31921"	"Q9NZ20"
"LOC134680723"	8.15e-54	"sp|Q9CWK3|CD2B2_MOUSE"	"lcl|NC_086380.1_cds_XP_063395994.1_31922"	"Q9CWK3"
"LOC134680724"	5.56e-170	"sp|Q08AX9|SANBR_XENLA"	"lcl|NC_086380.1_cds_XP_063395997.1_31924"	"Q08AX9"
"LOC134680725"	4.39e-119	"sp|A7S8T5|CCD42_NEMVE"	"lcl|NC_086380.1_cds_XP_063396000.1_31927"	"A7S8T5"
"LOC134680726"	1.51e-81	"sp|Q9VXK0|NIPSN_DROME"	"lcl|NC_086380.1_cds_XP_063396001.1_31929"	"Q9VXK0"
"LOC134680728"	2.29e-68	"sp|Q96KE9|BTBD6_HUMAN"	"lcl|NC_086380.1_cds_XP_063396004.1_31932"	"Q96KE9"
"LOC134727484"	1.16e-79	"sp|Q8JZP9|GA2L1_MOUSE"	"lcl|NC_086380.1_cds_XP_063447935.1_31933"	"Q8JZP9"
"LOC134727485"	8.3e-115	"sp|Q9UA35|S28A3_EPTST"	"lcl|NC_086380.1_cds_XP_063447936.1_31934"	"Q9UA35"
"LOC134727487"	3.5e-43	"sp|P14381|YTX2_XENLA"	"lcl|NC_086380.1_cds_XP_063447938.1_31937"	"P14381"
"LOC134680729"	3.42e-32	"sp|E1BY51|TMM17_CHICK"	"lcl|NC_086380.1_cds_XP_063396005.1_31938"	"E1BY51"
"LOC134680731"	4.5e-154	"sp|Q68EQ9|VMP1_XENTR"	"lcl|NC_086380.1_cds_XP_063396008.1_31940"	"Q68EQ9"
"LOC134680734"	4.76e-112	"sp|P14580|CP4A6_RABIT"	"lcl|NC_086380.1_cds_XP_063396012.1_31946"	"P14580"
"LOC134727489"	3.71e-173	"sp|Q80SU7|GVIN1_MOUSE"	"lcl|NC_086380.1_cds_XP_063447941.1_31948"	"Q80SU7"
"LOC134680735"	1.45e-70	"sp|Q54HH2|SRR_DICDI"	"lcl|NC_086380.1_cds_XP_063396015.1_31950"	"Q54HH2"
"LOC134727491"	8.14e-28	"sp|A0JN92|URGCP_BOVIN"	"lcl|NC_086380.1_cds_XP_063447942.1_31951"	"A0JN92"
"LOC134727492"	2.7e-144	"sp|Q7Z2Y8|GVIN1_HUMAN"	"lcl|NC_086380.1_cds_XP_063447943.1_31952"	"Q7Z2Y8"
"LOC134727498"	1.15e-36	"sp|Q9VGI8|BLM_DROME"	"lcl|NC_086380.1_cds_XP_063447948.1_31958"	"Q9VGI8"
"LOC134727499"	7.93e-33	"sp|O43704|ST1B1_HUMAN"	"lcl|NC_086380.1_cds_XP_063447949.1_31960"	"O43704"
"LOC134680739"	9.48e-51	"sp|O43704|ST1B1_HUMAN"	"lcl|NC_086380.1_cds_XP_063396017.1_31961"	"O43704"
"LOC134680740"	1.52e-42	"sp|O43704|ST1B1_HUMAN"	"lcl|NC_086380.1_cds_XP_063396020.1_31963"	"O43704"
"LOC134727510"	2.23e-50	"sp|G5E8K5|ANK3_MOUSE"	"lcl|NC_086380.1_cds_XP_063447961.1_32004"	"G5E8K5"
"LOC134681781"	8.17e-44	"sp|P22757|HE_PARLI"	"lcl|NC_086380.1_cds_XP_063397499.1_32005"	"P22757"
"LOC134681782"	1.39e-45	"sp|Q9JHI0|MMP19_MOUSE"	"lcl|NC_086380.1_cds_XP_063397500.1_32008"	"Q9JHI0"
"LOC134681783"	7.79e-52	"sp|O77656|MMP13_BOVIN"	"lcl|NC_086380.1_cds_XP_063397501.1_32009"	"O77656"
"LOC134727514"	1.39e-26	"sp|P35003|CTRL_HALRU"	"lcl|NC_086380.1_cds_XP_063447965.1_32011"	"P35003"
"LOC134681786"	2.21e-67	"sp|P35003|CTRL_HALRU"	"lcl|NC_086380.1_cds_XP_063397502.1_32017"	"P35003"
"LOC134680751"	2.35e-63	"sp|O35551|RABE1_MOUSE"	"lcl|NC_086380.1_cds_XP_063396040.1_32018"	"O35551"
"LOC134680752"	1.18e-129	"sp|P54001|P4HA1_RAT"	"lcl|NC_086380.1_cds_XP_063396041.1_32020"	"P54001"
"LOC134681788"	2.07e-23	"sp|Q5XFY4|BCL7A_DANRE"	"lcl|NC_086380.1_cds_XP_063397503.1_32022"	"Q5XFY4"
"LOC134680753"	1.45e-22	"sp|A6YLM6|FABP4_CEREL"	"lcl|NC_086380.1_cds_XP_063396042.1_32023"	"A6YLM6"
"LOC134680754"	2.2e-33	"sp|Q24372|LACH_DROME"	"lcl|NC_086380.1_cds_XP_063396043.1_32024"	"Q24372"
"LOC134680755"	5.28e-132	"sp|Q9UJX3|APC7_HUMAN"	"lcl|NC_086380.1_cds_XP_063396045.1_32026"	"Q9UJX3"
"LOC134680756"	8.22e-54	"sp|Q9Y3E5|PTH2_HUMAN"	"lcl|NC_086380.1_cds_XP_063396046.1_32027"	"Q9Y3E5"
"LOC134680757"	2.03e-157	"sp|O88831|KKCC2_RAT"	"lcl|NC_086380.1_cds_XP_063396047.1_32028"	"O88831"
"LOC134727523"	1.74e-69	"sp|Q8BIY1|GPTC3_MOUSE"	"lcl|NC_086380.1_cds_XP_063447973.1_32032"	"Q8BIY1"
"LOC134681789"	3.82e-62	"sp|G5EFC3|KCNAG_CAEEL"	"lcl|NC_086380.1_cds_XP_063397505.1_32033"	"G5EFC3"
"LOC134681792"	4.02e-51	"sp|Q8N539|FBCD1_HUMAN"	"lcl|NC_086380.1_cds_XP_063397507.1_32044"	"Q8N539"
"LOC134727530"	6.74e-73	"tr|A0A223HCK7|A0A223HCK7_MYTCA"	"lcl|NC_086380.1_cds_XP_063447981.1_32049"	"A0A223HCK7"
"LOC134727533"	2.14e-63	"tr|A0A193DUA1|A0A193DUA1_MYTCO"	"lcl|NC_086380.1_cds_XP_063447983.1_32051"	"A0A193DUA1"
"LOC134727535"	2.33e-50	"sp|Q96MM6|HS12B_HUMAN"	"lcl|NC_086380.1_cds_XP_063447986.1_32053"	"Q96MM6"
"LOC134681800"	2.16e-41	"sp|P19217|ST1E1_BOVIN"	"lcl|NC_086380.1_cds_XP_063397510.1_32054"	"P19217"
"LOC134680761"	1.12e-43	"sp|Q969V5|MUL1_HUMAN"	"lcl|NC_086380.1_cds_XP_063396058.1_32056"	"Q969V5"
"LOC134681802"	3.08e-116	"sp|O35130|NEP1_MOUSE"	"lcl|NC_086380.1_cds_XP_063397511.1_32061"	"O35130"
"LOC134680765"	1.03e-29	"sp|P16157|ANK1_HUMAN"	"lcl|NC_086380.1_cds_XP_063396064.1_32063"	"P16157"
"LOC134727538"	1.82e-56	"sp|P86856|MANL_MYTCA"	"lcl|NC_086380.1_cds_XP_063447989.1_32067"	"P86856"
