gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,LOC_ID,transcript,database,uniprot_accession,geneID,species,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,reviewed,entryname,protein_name,gene_name,organism,prot_length,GO_ID,GO_BP,GO_MF,GO_CC,Genename_orderedlocus,Induction,Pathwaycommons,Reactome,Unipathway,Interacts_with
gene-LOC134725270|LOC134725270,266.90365167775,-0.280853201235149,0.080069066587419,4.83376294911125e-5,0.00493743573834419,LOC134725270,lcl|NC_086379.1_cds_XP_063445016.1_29151,sp,Q5R8W6,LC7L3,PONAB,60.262,229,89,2,19,699,5,233,5.55e-90,285,reviewed,LC7L3_PONAB,Luc7-like protein 3 (Cisplatin resistance-associated-overexpressed protein),LUC7L3 CROP,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),432,GO:0003677; GO:0003729; GO:0005634; GO:0005685; GO:0006376; GO:0008380; GO:0016607; GO:0071004,mRNA splice site recognition [GO:0006376]; RNA splicing [GO:0008380],DNA binding [GO:0003677]; mRNA binding [GO:0003729],nuclear speck [GO:0016607]; nucleus [GO:0005634]; U1 snRNP [GO:0005685]; U2-type prespliceosome [GO:0071004],,,,,,
gene-LOC134707148|LOC134707148,81.0528771246447,-0.340822614649441,0.142819881432455,0.00111396654817508,0.0439077296669249,LOC134707148,lcl|NC_086374.1_cds_XP_063422755.1_7882,sp,A2RVM0,TIC32,ARATH,36.184,304,168,8,4,897,28,311,4.59e-41,151,reviewed,TIC32_ARATH,"Short-chain dehydrogenase TIC 32, chloroplastic (EC 1.1.1.-) (Translocon at the inner envelope membrane of chloroplasts 32) (AtTIC32)",TIC32 At4g23430 F16G20.130,Arabidopsis thaliana (Mouse-ear cress),322,GO:0005829; GO:0005886; GO:0009507; GO:0009706; GO:0009941; GO:0015031; GO:0016491,protein transport [GO:0015031],oxidoreductase activity [GO:0016491],chloroplast [GO:0009507]; chloroplast envelope [GO:0009941]; chloroplast inner membrane [GO:0009706]; cytosol [GO:0005829]; plasma membrane [GO:0005886],At4g23430,,,,,
gene-LOC134720611|LOC134720611,55.747443695151,-0.533198131561655,0.228099992500676,7.96850554793357e-4,0.0362068970834232,LOC134720611,lcl|NC_086378.1_cds_XP_063439041.1_23163,sp,Q4R5Y0,CFA68,MACFA,45.455,132,59,4,31,423,26,145,6.56e-30,109,reviewed,CFA68_MACFA,Cilia- and flagella-associated protein 68,CFAP68 QtsA-19889,Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey),150,GO:0005634; GO:0005930,,,axoneme [GO:0005930]; nucleus [GO:0005634],,,,,,
gene-LOC134706880|LOC134706880,24.0064016892393,-0.45404909248497,0.192582401205415,8.78640618342577e-4,0.0381928218368405,LOC134706880,lcl|NC_086374.1_cds_XP_063422290.1_7303,sp,Q9BE31,RHG12,MACFA,34.391,599,355,11,706,2469,274,845,2.88e-88,301,reviewed,RHG12_MACFA,Rho GTPase-activating protein 12 (Rho-type GTPase-activating protein 12),ARHGAP12 QflA-11329,Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey),847,GO:0001891; GO:0005096; GO:0005737; GO:0006911; GO:0007015; GO:0007165; GO:0051058,"actin filament organization [GO:0007015]; negative regulation of small GTPase mediated signal transduction [GO:0051058]; phagocytosis, engulfment [GO:0006911]; signal transduction [GO:0007165]",GTPase activator activity [GO:0005096],cytoplasm [GO:0005737]; phagocytic cup [GO:0001891],,,,,,
gene-LOC134706880|LOC134706880,24.0064016892393,-0.45404909248497,0.192582401205415,8.78640618342577e-4,0.0381928218368405,LOC134706880,lcl|NC_086374.1_cds_XP_063422295.1_7304,sp,Q6TLK4,RHG27,RAT,31.849,584,302,13,694,2223,305,866,6.76e-82,282,reviewed,RHG27_RAT,Rho GTPase-activating protein 27 (CIN85-associated multi-domain-containing Rho GTPase-activating protein 1) (Rho-type GTPase-activating protein 27),Arhgap27 Camgap1,Rattus norvegicus (Rat),869,GO:0005096; GO:0005737; GO:0005768; GO:0006898; GO:0007266; GO:0016020; GO:0017124,receptor-mediated endocytosis [GO:0006898]; Rho protein signal transduction [GO:0007266],GTPase activator activity [GO:0005096]; SH3 domain binding [GO:0017124],cytoplasm [GO:0005737]; endosome [GO:0005768]; membrane [GO:0016020],,,,R-RNO-9013148;R-RNO-9013149;,,
gene-LOC134706880|LOC134706880,24.0064016892393,-0.45404909248497,0.192582401205415,8.78640618342577e-4,0.0381928218368405,LOC134706880,lcl|NC_086374.1_cds_XP_063422294.1_7305,sp,Q8C0D4,RHG12,MOUSE,33.538,653,339,17,508,2262,211,836,5.31e-86,293,reviewed,RHG12_MOUSE,Rho GTPase-activating protein 12 (Rho-type GTPase-activating protein 12),Arhgap12,Mus musculus (Mouse),838,GO:0001891; GO:0005096; GO:0005737; GO:0006911; GO:0007015; GO:0007165; GO:0051058,"actin filament organization [GO:0007015]; negative regulation of small GTPase mediated signal transduction [GO:0051058]; phagocytosis, engulfment [GO:0006911]; signal transduction [GO:0007165]",GTPase activator activity [GO:0005096],cytoplasm [GO:0005737]; phagocytic cup [GO:0001891],,,,R-MMU-9013149;R-MMU-9013405;R-MMU-9013424;R-MMU-9035034;,,
gene-LOC134706880|LOC134706880,24.0064016892393,-0.45404909248497,0.192582401205415,8.78640618342577e-4,0.0381928218368405,LOC134706880,lcl|NC_086374.1_cds_XP_063422292.1_7307,sp,Q8IWW6,RHG12,HUMAN,33.108,592,339,11,730,2421,282,844,6.83e-84,288,reviewed,RHG12_HUMAN,Rho GTPase-activating protein 12 (Rho-type GTPase-activating protein 12),ARHGAP12,Homo sapiens (Human),846,GO:0001891; GO:0002011; GO:0005096; GO:0005737; GO:0006911; GO:0007015; GO:0007165; GO:0051058,"actin filament organization [GO:0007015]; morphogenesis of an epithelial sheet [GO:0002011]; negative regulation of small GTPase mediated signal transduction [GO:0051058]; phagocytosis, engulfment [GO:0006911]; signal transduction [GO:0007165]",GTPase activator activity [GO:0005096],cytoplasm [GO:0005737]; phagocytic cup [GO:0001891],,,Q8IWW6;,R-HSA-9013149;R-HSA-9013405;R-HSA-9013424;R-HSA-9035034;,,Q9UPX8-4; Q15642-2; O00401
gene-LOC134696238|LOC134696238,152.664306444459,-0.305235287394779,0.11358121815319,5.97646599036646e-4,0.0303131914534634,LOC134696238,lcl|NC_086373.1_cds_XP_063414019.1_5423,sp,Q02508,HGV2,HALRO,39.738,229,112,5,511,1134,225,448,2.28e-36,142,reviewed,HGV2_HALRO,Protein HGV2,HGV2,Halocynthia roretzi (Sea squirt) (Cynthia roretzi),510,GO:0005654; GO:0006335; GO:0034080; GO:0042393,CENP-A containing chromatin assembly [GO:0034080]; DNA replication-dependent chromatin assembly [GO:0006335],histone binding [GO:0042393],nucleoplasm [GO:0005654],,,,,,
gene-LOC134696238|LOC134696238,152.664306444459,-0.305235287394779,0.11358121815319,5.97646599036646e-4,0.0303131914534634,LOC134696238,lcl|NC_086373.1_cds_XP_063414019.1_5423,sp,Q02508,HGV2,HALRO,56.322,87,37,1,82,339,30,116,3.31e-22,102,reviewed,HGV2_HALRO,Protein HGV2,HGV2,Halocynthia roretzi (Sea squirt) (Cynthia roretzi),510,GO:0005654; GO:0006335; GO:0034080; GO:0042393,CENP-A containing chromatin assembly [GO:0034080]; DNA replication-dependent chromatin assembly [GO:0006335],histone binding [GO:0042393],nucleoplasm [GO:0005654],,,,,,
gene-LOC134697198|LOC134697198,45.1200635624446,-0.466907021187167,0.195905812001363,7.78692068488542e-4,0.0358796413759693,LOC134697198,lcl|NC_086386.1_cds_XP_063415362.1_48181,sp,P51399,LOX5,MESAU,31.433,684,436,14,1,1986,1,673,2.19e-101,327,reviewed,LOX5_MESAU,Polyunsaturated fatty acid 5-lipoxygenase (EC 1.13.11.-) (Arachidonate 5-lipoxygenase) (5-LO) (5-lipoxygenase) (EC 1.13.11.34),ALOX5,Mesocricetus auratus (Golden hamster),673,GO:0001937; GO:0002232; GO:0002523; GO:0004051; GO:0004052; GO:0005506; GO:0005641; GO:0005829; GO:0006959; GO:0016363; GO:0016525; GO:0016787; GO:0019369; GO:0019370; GO:0019372; GO:0030501; GO:0031965; GO:0034440; GO:0036336; GO:0036403; GO:0042593; GO:0043651; GO:0045598; GO:0048471; GO:0050727; GO:0050728; GO:0050796; GO:0051122; GO:0061044; GO:0061045; GO:0106014; GO:1900015; GO:1900407; GO:1901753; GO:1903426; GO:1903573; GO:1903671; GO:1904999; GO:2001301,arachidonic acid metabolic process [GO:0019369]; dendritic cell migration [GO:0036336]; glucose homeostasis [GO:0042593]; hepoxilin biosynthetic process [GO:0051122]; humoral immune response [GO:0006959]; leukocyte chemotaxis involved in inflammatory response [GO:0002232]; leukocyte migration involved in inflammatory response [GO:0002523]; leukotriene A4 biosynthetic process [GO:1901753]; leukotriene biosynthetic process [GO:0019370]; linoleic acid metabolic process [GO:0043651]; lipid oxidation [GO:0034440]; lipoxin biosynthetic process [GO:2001301]; lipoxygenase pathway [GO:0019372]; negative regulation of angiogenesis [GO:0016525]; negative regulation of endothelial cell proliferation [GO:0001937]; negative regulation of inflammatory response [GO:0050728]; negative regulation of response to endoplasmic reticulum stress [GO:1903573]; negative regulation of sprouting angiogenesis [GO:1903671]; negative regulation of vascular wound healing [GO:0061044]; negative regulation of wound healing [GO:0061045]; positive regulation of bone mineralization [GO:0030501]; positive regulation of leukocyte adhesion to arterial endothelial cell [GO:1904999]; regulation of cellular response to oxidative stress [GO:1900407]; regulation of cytokine production involved in inflammatory response [GO:1900015]; regulation of fat cell differentiation [GO:0045598]; regulation of inflammatory response [GO:0050727]; regulation of inflammatory response to wounding [GO:0106014]; regulation of insulin secretion [GO:0050796]; regulation of reactive oxygen species biosynthetic process [GO:1903426],arachidonate 12(S)-lipoxygenase activity [GO:0004052]; arachidonate 5-lipoxygenase activity [GO:0004051]; arachidonate 8(S)-lipoxygenase activity [GO:0036403]; hydrolase activity [GO:0016787]; iron ion binding [GO:0005506],cytosol [GO:0005829]; nuclear envelope lumen [GO:0005641]; nuclear matrix [GO:0016363]; nuclear membrane [GO:0031965]; perinuclear region of cytoplasm [GO:0048471],,,,,UPA00877;,
gene-LOC134697198|LOC134697198,45.1200635624446,-0.466907021187167,0.195905812001363,7.78692068488542e-4,0.0358796413759693,LOC134697198,lcl|NC_086386.1_cds_XP_063415361.1_48182,sp,O16025,AOSL,PLEHO,31.276,713,439,18,1,2016,364,1066,5.3e-103,341,reviewed,AOSL_PLEHO,Allene oxide synthase-lipoxygenase protein [Includes: Allene oxide synthase (AOS) (EC 4.2.1.-) (Hydroperoxidehydrase); Arachidonate 8-lipoxygenase (EC 1.13.11.40)],,Plexaura homomalla (Black sea rod),1066,GO:0005506; GO:0005737; GO:0009978; GO:0016020; GO:0019369; GO:0019372; GO:0020037; GO:0031408; GO:0034440; GO:0043651; GO:0047677; GO:0051122,arachidonic acid metabolic process [GO:0019369]; hepoxilin biosynthetic process [GO:0051122]; linoleic acid metabolic process [GO:0043651]; lipid oxidation [GO:0034440]; lipoxygenase pathway [GO:0019372]; oxylipin biosynthetic process [GO:0031408],allene oxide synthase activity [GO:0009978]; arachidonate 8(R)-lipoxygenase activity [GO:0047677]; heme binding [GO:0020037]; iron ion binding [GO:0005506],cytoplasm [GO:0005737]; membrane [GO:0016020],,,,,UPA00199;UPA00383;,
gene-LOC134711529|LOC134711529,81.5703269771185,0.452850160037713,0.132086996064014,3.6146356045834e-5,0.00407768288979124,LOC134711529,lcl|NC_086375.1_cds_XP_063428232.1_13032,sp,Q8MQW8,SPRI,DROME,35.793,542,303,11,2476,4071,1276,1782,1.07e-90,328,reviewed,SPRI_DROME,Protein sprint (SH2 poly-proline-containing Ras-interactor protein),spri CG33175 CG34414,Drosophila melanogaster (Fruit fly),1789,GO:0005085; GO:0005096; GO:0005829; GO:0005938; GO:0007165; GO:0016192; GO:0019901; GO:0030139; GO:0030971; GO:0031267; GO:0032483; GO:0048260; GO:0048675; GO:1903688,axon extension [GO:0048675]; positive regulation of border follicle cell migration [GO:1903688]; positive regulation of receptor-mediated endocytosis [GO:0048260]; regulation of Rab protein signal transduction [GO:0032483]; signal transduction [GO:0007165]; vesicle-mediated transport [GO:0016192],GTPase activator activity [GO:0005096]; guanyl-nucleotide exchange factor activity [GO:0005085]; protein kinase binding [GO:0019901]; receptor tyrosine kinase binding [GO:0030971]; small GTPase binding [GO:0031267],cell cortex [GO:0005938]; cytosol [GO:0005829]; endocytic vesicle [GO:0030139],,,,R-DME-8876198;,,
gene-LOC134711529|LOC134711529,81.5703269771185,0.452850160037713,0.132086996064014,3.6146356045834e-5,0.00407768288979124,LOC134711529,lcl|NC_086375.1_cds_XP_063428232.1_13032,sp,Q8MQW8,SPRI,DROME,44.928,138,73,1,421,825,452,589,1.38e-28,129,reviewed,SPRI_DROME,Protein sprint (SH2 poly-proline-containing Ras-interactor protein),spri CG33175 CG34414,Drosophila melanogaster (Fruit fly),1789,GO:0005085; GO:0005096; GO:0005829; GO:0005938; GO:0007165; GO:0016192; GO:0019901; GO:0030139; GO:0030971; GO:0031267; GO:0032483; GO:0048260; GO:0048675; GO:1903688,axon extension [GO:0048675]; positive regulation of border follicle cell migration [GO:1903688]; positive regulation of receptor-mediated endocytosis [GO:0048260]; regulation of Rab protein signal transduction [GO:0032483]; signal transduction [GO:0007165]; vesicle-mediated transport [GO:0016192],GTPase activator activity [GO:0005096]; guanyl-nucleotide exchange factor activity [GO:0005085]; protein kinase binding [GO:0019901]; receptor tyrosine kinase binding [GO:0030971]; small GTPase binding [GO:0031267],cell cortex [GO:0005938]; cytosol [GO:0005829]; endocytic vesicle [GO:0030139],,,,R-DME-8876198;,,
gene-LOC134683122|LOC134683122,80.0876825338455,0.687108971678554,0.171516290372651,2.96036944531227e-6,5.86960523656915e-4,LOC134683122,lcl|NC_086381.1_cds_XP_063398306.1_36383,sp,Q28DL4,TRAF6,XENTR,32.554,599,312,14,4,1791,26,535,5.44e-98,313,reviewed,TRAF6_XENTR,TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6),traf6 TNeu045k15.1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),558,GO:0004842; GO:0005164; GO:0005634; GO:0005811; GO:0005938; GO:0008270; GO:0042981; GO:0043122; GO:0070534; GO:0141124,intracellular signaling cassette [GO:0141124]; protein K63-linked ubiquitination [GO:0070534]; regulation of apoptotic process [GO:0042981]; regulation of canonical NF-kappaB signal transduction [GO:0043122],tumor necrosis factor receptor binding [GO:0005164]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270],cell cortex [GO:0005938]; lipid droplet [GO:0005811]; nucleus [GO:0005634],,,,R-XTR-166058;R-XTR-209543;R-XTR-450302;R-XTR-450321;R-XTR-5689880;R-XTR-5689896;R-XTR-937042;R-XTR-9645460;R-XTR-975138;R-XTR-975163;R-XTR-975871;,UPA00143;,
gene-LOC134723308|LOC134723308,32.9095025148784,-0.476609101714633,0.16222285575823,1.77041994512173e-4,0.0130531399673692,LOC134723308,lcl|NC_086373.1_cds_XP_063443000.1_1938,sp,Q5XGY1,TSR1,XENLA,53.894,809,347,9,1,2352,1,808,0,761,reviewed,TSR1_XENLA,Pre-rRNA-processing protein TSR1 homolog,tsr1,Xenopus laevis (African clawed frog),815,GO:0000462; GO:0000479; GO:0003924; GO:0005525; GO:0005730; GO:0030688; GO:0034511,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000479]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]",GTP binding [GO:0005525]; GTPase activity [GO:0003924]; U3 snoRNA binding [GO:0034511],"nucleolus [GO:0005730]; preribosome, small subunit precursor [GO:0030688]",,,,,,
gene-LOC134712491|LOC134712491,107.164580072175,-0.291217606104751,0.0938808981400478,1.86241297200799e-4,0.0132454000824438,LOC134712491,lcl|NC_086375.1_cds_XP_063430160.1_15202,sp,Q5PYH7,DLG2,DANRE,61.569,765,225,9,481,2646,143,881,0,874,reviewed,DLG2_DANRE,Disks large homolog 2 (Postsynaptic density protein 93) (PSD-93),dlg2,Danio rerio (Zebrafish) (Brachydanio rerio),881,GO:0007268; GO:0016323; GO:0019901; GO:0030424; GO:0031594; GO:0035255; GO:0043005; GO:0043113; GO:0043204; GO:0045197; GO:0050808; GO:0097120; GO:0098609; GO:0098839; GO:0099072,cell-cell adhesion [GO:0098609]; chemical synaptic transmission [GO:0007268]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; receptor clustering [GO:0043113]; receptor localization to synapse [GO:0097120]; regulation of postsynaptic membrane neurotransmitter receptor levels [GO:0099072]; synapse organization [GO:0050808],ionotropic glutamate receptor binding [GO:0035255]; protein kinase binding [GO:0019901],axon [GO:0030424]; basolateral plasma membrane [GO:0016323]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; perikaryon [GO:0043204]; postsynaptic density membrane [GO:0098839],,,,R-DRE-438066;,,
gene-LOC134715299|LOC134715299,150.640628175311,-0.39168044467181,0.137487027282087,2.71474907080622e-4,0.0174143168336128,LOC134715299,lcl|NC_086376.1_cds_XP_063433473.1_18166,sp,O09015,MXI1,RAT,44.907,216,91,6,1,564,6,221,7.18e-30,113,reviewed,MXI1_RAT,Max-interacting protein 1 (Max interactor 1),Mxi1,Rattus norvegicus (Rat),228,GO:0000122; GO:0000978; GO:0000981; GO:0001825; GO:0005634; GO:0006355; GO:0006357; GO:0046983; GO:0090575,blastocyst formation [GO:0001825]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357],"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]",nucleus [GO:0005634]; RNA polymerase II transcription regulator complex [GO:0090575],,,,,,
gene-LOC134721501|LOC134721501,30.9776087044333,0.935860852132263,0.342597536635639,2.23608287820213e-4,0.0153525909627649,LOC134721501,lcl|NC_086378.1_cds_XP_063440634.1_25377,sp,Q99MN1,SYK,MOUSE,68.142,565,171,3,4,1671,13,577,0,777,reviewed,SYK_MOUSE,Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS),Kars1 Kars,Mus musculus (Mouse),595,GO:0000049; GO:0002276; GO:0003877; GO:0004824; GO:0005524; GO:0005615; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0006430; GO:0010165; GO:0015966; GO:0016597; GO:0017101; GO:0043032; GO:0045893; GO:0070371; GO:0097110,basophil activation involved in immune response [GO:0002276]; diadenosine tetraphosphate biosynthetic process [GO:0015966]; ERK1 and ERK2 cascade [GO:0070371]; lysyl-tRNA aminoacylation [GO:0006430]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of macrophage activation [GO:0043032]; response to X-ray [GO:0010165],amino acid binding [GO:0016597]; ATP adenylyltransferase activity [GO:0003877]; ATP binding [GO:0005524]; lysine-tRNA ligase activity [GO:0004824]; scaffold protein binding [GO:0097110]; tRNA binding [GO:0000049],aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular space [GO:0005615]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886],,,,R-MMU-9856649;,,
gene-LOC134706502|LOC134706502,121.671713220971,0.384127775926281,0.160900055212853,9.49852118269482e-4,0.0393078048193986,LOC134706502,lcl|NC_086374.1_cds_XP_063421571.1_6467,sp,P29074,PTN4,HUMAN,53.927,955,377,18,133,2928,5,919,0,982,reviewed,PTN4_HUMAN,Tyrosine-protein phosphatase non-receptor type 4 (EC 3.1.3.48) (Protein-tyrosine phosphatase MEG1) (MEG) (PTPase-MEG1),PTPN4,Homo sapiens (Human),926,GO:0004725; GO:0004726; GO:0005654; GO:0005737; GO:0005829; GO:0005856; GO:0006470; GO:0008092; GO:0009898; GO:0035254,protein dephosphorylation [GO:0006470],cytoskeletal protein binding [GO:0008092]; glutamate receptor binding [GO:0035254]; non-membrane spanning protein tyrosine phosphatase activity [GO:0004726]; protein tyrosine phosphatase activity [GO:0004725],cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; nucleoplasm [GO:0005654],,,P29074;,R-HSA-166016;R-HSA-9008059;R-HSA-9022699;,,P55212; P06307; P46108; Q92993; P13473-2; P53778; P16333; O75400-2
